sID,trialNumber,nTotal,true_ratio,given_ratio,seen_ratio,ITI,nMushrooms,nBlue,nRed,estimate,estimateRT,confidence,confidenceRT,traits
74,12,25,0.875,1,1,2,"7,3,7,2,6","7,3,7,2,6","0,0,0,0,0",100,9.48502,3,10.593315,Kind Responsible
74,13,5,0.875,0.725,0.8,1.6,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,15.06894,3,16.624295,Kind Responsible
74,14,45,0,0,0,1.6,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,6.647685,3,8.424405,Kind Responsible
74,15,25,0.75,0.75,0.76,1.7,"7,1,4,7,6","6,0,3,5,5","1,1,1,2,1",80,4.426075,2,5.4025,Kind Responsible
74,16,5,0,0.15,0.2,1.8,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",20,10.559415,3,12.23804,Kind Responsible
74,17,45,0.125,0,0,1.7,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,5.003405,3,5.900855,Kind Responsible
74,18,5,0.375,0.225,0.2,1.9,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",20,10.48779,3,11.49146,Kind Responsible
74,19,5,0.875,0.875,0.8,1.9,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,6.23592,3,7.08543,Kind Responsible
74,20,45,0.875,1,1,1.7,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,6.989345,3,7.7532,Kind Responsible
74,21,5,0,0,0,1.6,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,4.410205,2,5.43469,Kind Responsible
74,22,45,0.125,0.125,0.133333333,1.7,"9,9,9,9,9","2,0,0,3,1","7,9,9,6,8",10,6.66965,2,8.267075,Kind Responsible
74,23,45,0.625,0.475,0.466666667,1.7,"9,9,9,9,9","4,3,6,5,3","5,6,3,4,6",40,3.242865,2,4.385315,Kind Responsible
74,24,45,1,1,1,2,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,2.15384,3,3.58878,Kind Responsible
74,25,5,0.25,0.4,0.4,1.5,"1,1,1,1,1","0,0,0,1,1","1,1,1,0,0",40,8.035475,3,9.05396,Kind Responsible
74,26,5,0.375,0.375,0.4,1.6,"1,1,1,1,1","1,0,1,0,0","0,1,0,1,1",40,7.60482,3,8.928565,Kind Responsible
74,27,45,1,1,1,1.6,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,2.23636,3,3.43797,Kind Responsible
74,28,45,0,0,0,1.5,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,3.969105,3,5.07006,Kind Responsible
74,29,5,0.75,0.6,0.6,1.9,"1,1,1,1,1","1,0,0,1,1","0,1,1,0,0",60,10.77461,3,11.827155,Kind Responsible
74,30,25,0.875,0.725,0.72,1.9,"2,7,3,7,6","2,6,1,6,3","0,1,2,1,3",75,5.175485,2,6.440005,Kind Responsible
74,31,5,0.5,0.65,0.6,1.6,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",60,9.755885,3,11.707735,Kind Responsible
74,32,45,0.375,0.525,0.533333333,1.6,"9,9,9,9,9","5,4,5,4,6","4,5,4,5,3",75,4.07047,2,5.867675,Kind Responsible
74,33,45,0.75,0.6,0.6,1.6,"9,9,9,9,9","6,5,6,5,5","3,4,3,4,4",60,3.92114,2,6.670195,Kind Responsible
74,34,45,0.125,0.275,0.266666667,1.9,"9,9,9,9,9","2,4,3,1,2","7,5,6,8,7",30,5.94671,2,6.92242,Kind Responsible
74,35,5,1,1,1,1.6,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,4.77537,2,5.77068,Kind Responsible
74,36,5,1,0.85,0.8,1.7,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",80,6.174915,2,10.50201,Kind Responsible
74,37,45,0.75,0.75,0.755555556,1.6,"9,9,9,9,9","8,8,6,7,5","1,1,3,2,4",60,6.8917,2,8.03498,Kind Responsible
74,38,45,0.625,0.775,0.777777778,1.6,"9,9,9,9,9","7,8,8,6,6","2,1,1,3,3",75,8.3206,2,11.333955,Kind Responsible
74,39,25,0.625,0.775,0.76,1.8,"3,5,9,1,7","2,5,5,1,6","1,0,4,0,1",80,4.04149,2,5.093375,Kind Responsible
74,40,25,0.25,0.4,0.4,1.6,"1,9,1,7,7","0,4,1,4,1","1,5,0,3,6",35,5.57212,2,6.636155,Kind Responsible
74,41,25,1,1,1,1.7,"4,2,4,8,7","4,2,4,8,7","0,0,0,0,0",100,2.269265,3,3.317825,Kind Responsible
74,42,25,0.125,0.275,0.28,1.8,"5,6,9,4,1","1,2,2,1,1","4,4,7,3,0",25,9.26426,2,11.16422,Kind Responsible
74,43,25,0.125,0.125,0.12,1.8,"7,7,8,1,2","1,0,0,1,1","6,7,8,0,1",10,3.40429,2,4.65741,Kind Responsible
74,44,5,0.875,1,1,1.9,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,3.8701,2,6.119705,Kind Responsible
74,45,5,0.25,0.1,0.2,2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",20,5.74068,2,6.793125,Kind Responsible
74,46,5,0.125,0,0,1.8,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,4.03962,2,5.21981,Kind Responsible
74,47,25,0.5,0.65,0.64,1.6,"2,5,7,4,7","2,2,5,2,5","0,3,2,2,2",80,4.93528,2,6.17829,Kind Responsible
74,48,45,0.25,0.25,0.244444444,1.7,"9,9,9,9,9","3,2,3,0,3","6,7,6,9,6",20,4.15221,2,5.17083,Kind Responsible
74,49,25,0,0,0,2,"7,9,3,2,4","0,0,0,0,0","7,9,3,2,4",0,18.68928,3,19.75064,Kind Responsible
74,50,45,0.875,0.725,0.733333333,1.6,"9,9,9,9,9","5,8,7,6,7","4,1,2,3,2",85,8.25954,2,9.267255,Kind Responsible
74,51,45,0.875,0.875,0.866666667,1.9,"9,9,9,9,9","8,5,9,8,9","1,4,0,1,0",90,5.570845,2,6.821525,Kind Responsible
74,52,5,0.625,0.775,0.8,1.6,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,5.05476,2,5.98907,Kind Responsible
74,53,45,0,0.15,0.155555556,2,"9,9,9,9,9","1,1,1,3,1","8,8,8,6,8",10,19.96003,2,21.22445,Kind Responsible
74,54,25,0,0,0,1.8,"2,6,6,8,3","0,0,0,0,0","2,6,6,8,3",0,5.953045,3,7.401755,Kind Responsible
74,55,45,0.5,0.5,0.511111111,1.8,"9,9,9,9,9","4,3,5,5,6","5,6,4,4,3",50,5.040105,2,6.044475,Kind Responsible
74,56,25,0.375,0.375,0.36,1.6,"3,1,4,8,9","0,1,1,2,5","3,0,3,6,4",25,2.795925,2,5.136225,Kind Responsible
74,57,25,0.375,0.225,0.24,1.9,"2,4,5,5,9","0,1,1,2,2","2,3,4,3,7",15,3.861015,2,4.903205,Kind Responsible
74,58,5,0.125,0.275,0.2,1.8,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",20,3.039155,2,4.04292,Kind Responsible
74,59,45,0.625,0.625,0.622222222,1.8,"9,9,9,9,9","6,6,7,6,3","3,3,2,3,6",60,4.23768,2,5.4243,Kind Responsible
74,60,45,0.75,0.9,0.911111111,1.8,"9,9,9,9,9","8,8,8,9,8","1,1,1,0,1",90,5.42982,2,7.273815,Kind Responsible
74,61,45,0.25,0.1,0.111111111,1.7,"9,9,9,9,9","1,1,1,2,0","8,8,8,7,9",10,5.30174,2,6.874555,Kind Responsible
74,62,25,0.75,0.6,0.6,1.9,"4,5,7,2,7","3,4,4,2,2","1,1,3,0,5",65,3.83677,2,4.686,Kind Responsible
74,63,25,0.125,0,0,2,"5,9,6,4,1","0,0,0,0,0","5,9,6,4,1",0,2.80949,3,3.8857,Kind Responsible
74,64,5,0,0,0,1.5,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,6.0027,2,7.052265,Kind Responsible
74,65,45,0.25,0.4,0.4,1.8,"9,9,9,9,9","5,5,2,4,2","4,4,7,5,7",33,4.965075,2,6.08311,Kind Responsible
74,66,5,0.625,0.475,0.4,2,"1,1,1,1,1","0,0,1,1,0","1,1,0,0,1",40,5.435035,2,6.634125,Kind Responsible
74,67,25,0.75,0.9,0.92,1.6,"7,1,9,6,2","7,1,8,6,1","0,0,1,0,1",90,4.540275,2,5.9116,Kind Responsible
74,68,25,0.625,0.625,0.64,1.5,"3,3,6,8,5","2,2,4,3,5","1,1,2,5,0",60,8.740275,2,9.98591,Kind Responsible
74,69,5,0.25,0.25,0.2,1.7,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",60,7.59271,1,8.809485,Kind Responsible
74,70,5,0.75,0.75,0.8,1.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",80,4.36701,2,5.449515,Kind Responsible
74,71,25,0,0.15,0.16,1.7,"4,6,3,6,6","1,1,0,1,1","3,5,3,5,5",15,7.161295,2,8.0876,Kind Responsible
74,72,5,0.75,0.9,1,1.7,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,14.05036,2,10.11842,Kind Responsible
74,73,25,0.5,0.5,0.52,1.5,"7,1,1,8,8","3,1,0,5,4","4,0,1,3,4",40,2.610765,2,3.710625,Kind Responsible
74,74,25,0.625,0.475,0.48,2,"9,3,9,2,2","5,1,6,0,0","4,2,3,2,2",50,2.730415,2,3.94697,Kind Responsible
74,75,45,0.5,0.35,0.355555556,1.6,"9,9,9,9,9","2,2,3,2,7","7,7,6,7,2",20,5.269365,2,7.58404,Kind Responsible
74,76,5,0.125,0.125,0.2,1.8,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,4.8035,2,5.984525,Kind Responsible
74,77,5,1,1,1,1.7,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,8.759555,2,10.169575,Kind Responsible
74,78,5,0.625,0.625,0.6,1.6,"1,1,1,1,1","1,0,0,1,1","0,1,1,0,0",60,5.66988,2,6.734605,Kind Responsible
74,79,25,0.25,0.1,0.12,2,"5,8,3,7,2","0,1,1,1,0","5,7,2,6,2",10,8.39954,2,9.399055,Kind Responsible
74,80,45,0.375,0.225,0.222222222,1.6,"9,9,9,9,9","2,3,1,1,3","7,6,8,8,6",20,5.050175,2,5.99929,Kind Responsible
74,81,45,0.375,0.375,0.377777778,2,"9,9,9,9,9","2,4,4,2,5","7,5,5,7,4",33,3.05605,2,3.97435,Kind Responsible
75,1,45,0.875,0.725,0.733333333,1.8,"9,9,9,9,9","9,5,7,6,6","0,4,2,3,3",56,1.89,2,3.821,Curious Affectionate
75,2,45,0.625,0.775,0.777777778,1.8,"9,9,9,9,9","8,8,6,5,8","1,1,3,4,1",43,3.637,2,7.301,Curious Affectionate
75,3,5,0.25,0.1,0.2,1.9,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",60,1.377,2,2.936,Curious Affectionate
75,4,45,0.375,0.375,0.377777778,1.7,"9,9,9,9,9","3,3,4,3,4","6,6,5,6,5",84,1.741,3,3.371,Curious Affectionate
75,5,5,0.375,0.225,0.2,1.9,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",53,1.91,2,4.709,Curious Affectionate
75,6,5,0.5,0.35,0.4,1.5,"1,1,1,1,1","0,1,0,0,1","1,0,1,1,0",51,3.106,2,4.292,Curious Affectionate
75,7,5,1,1,1,1.8,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",53,2.071,2,5.199,Curious Affectionate
75,8,45,0.375,0.525,0.533333333,1.8,"9,9,9,9,9","4,8,2,5,5","5,1,7,4,4",57,1.633,3,3.586,Curious Affectionate
75,9,45,0.25,0.1,0.111111111,1.8,"9,9,9,9,9","2,0,1,1,1","7,9,8,8,8",88,4.608,3,6.36,Curious Affectionate
75,10,25,0.875,0.875,0.88,1.8,"3,3,8,2,9","2,3,7,2,8","1,0,1,0,1",32,8.435,3,11.164,Curious Affectionate
75,11,25,0.25,0.25,0.24,1.9,"7,1,3,7,7","0,0,1,2,3","7,1,2,5,4",74,5.134,2,6.331,Curious Affectionate
75,12,25,0.625,0.775,0.76,1.9,"6,1,8,4,6","5,0,7,2,5","1,1,1,2,1",57,3.457,2,4.99,Curious Affectionate
75,13,5,1,1,1,1.5,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",56,1.937,2,3.125,Curious Affectionate
75,14,45,1,1,1,1.7,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",6,10.026,2,11.666,Curious Affectionate
75,15,5,0.75,0.6,0.6,1.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",6,13.615,2,14.984,Curious Affectionate
75,16,5,0.875,0.725,0.8,1.6,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",11,1.926,1,3.207,Curious Affectionate
75,17,45,0.875,1,1,2,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",8,4.208,2,5.952,Curious Affectionate
75,18,5,0.125,0,0,1.9,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",61,47.63,1,51.181,Curious Affectionate
75,19,45,1,1,1,1.5,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,3.257,3,5.074,Curious Affectionate
75,20,45,0.25,0.4,0.4,1.9,"9,9,9,9,9","3,5,3,4,3","6,4,6,5,6",51,5.251,3,7.881,Curious Affectionate
75,21,45,0.25,0.25,0.244444444,1.9,"9,9,9,9,9","2,5,1,2,1","7,4,8,7,8",29,5.108,3,8.03,Curious Affectionate
75,22,25,0.5,0.65,0.64,1.7,"7,5,2,2,9","4,2,0,2,8","3,3,2,0,1",52,3.103,2,4.3,Curious Affectionate
75,23,5,0.5,0.5,0.6,1.5,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",26,1.578,1,2.957,Curious Affectionate
75,24,25,0.5,0.5,0.52,1.9,"6,3,9,6,1","1,1,7,3,1","5,2,2,3,0",35,8.402,1,10.881,Curious Affectionate
75,25,25,0,0,0,2,"1,4,8,8,4","0,0,0,0,0","1,4,8,8,4",0,1.969,3,3.585,Curious Affectionate
75,26,25,0.375,0.525,0.52,1.7,"6,3,4,8,4","4,1,1,4,3","2,2,3,4,1",53,2.706,3,4.816,Curious Affectionate
75,27,45,0,0,0,1.9,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",55,4.075,1,9.117,Curious Affectionate
75,28,25,0.5,0.35,0.36,1.9,"1,7,1,7,9","0,5,0,0,4","1,2,1,7,5",38,2.111,2,3.359,Curious Affectionate
75,29,25,0.125,0.125,0.12,1.9,"4,2,9,9,1","1,1,1,0,0","3,1,8,9,1",47,3.779,2,5.213,Curious Affectionate
75,30,45,0.75,0.75,0.755555556,1.6,"9,9,9,9,9","8,8,6,6,6","1,1,3,3,3",16,3.307,1,4.504,Curious Affectionate
75,31,5,0.125,0.125,0.2,1.5,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",40,1.895,1,5.905,Curious Affectionate
75,32,25,0.75,0.75,0.76,1.5,"8,6,1,8,2","5,5,1,7,1","3,1,0,1,1",25,1.54,1,9.15,Curious Affectionate
75,33,5,0.25,0.4,0.4,1.5,"1,1,1,1,1","0,1,0,0,1","1,0,1,1,0",30,1.874,1,3.191,Curious Affectionate
75,34,25,0.75,0.9,0.92,1.5,"2,3,9,2,9","2,2,9,2,8","0,1,0,0,1",25,1.626,1,2.987,Curious Affectionate
75,35,25,0.625,0.475,0.48,1.6,"3,5,8,7,2","3,1,4,3,1","0,4,4,4,1",25,2.687,1,3.852,Curious Affectionate
75,36,5,0.75,0.75,0.8,1.6,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",26,1.409,1,3.001,Curious Affectionate
75,37,45,0,0.15,0.155555556,1.8,"9,9,9,9,9","1,1,3,1,1","8,8,6,8,8",26,1.776,1,3.441,Curious Affectionate
75,38,25,0.875,0.725,0.72,1.6,"1,6,1,8,9","1,5,0,3,9","0,1,1,5,0",43,8.507,1,11.433,Curious Affectionate
75,39,45,0.875,0.875,0.866666667,1.6,"9,9,9,9,9","9,7,6,9,8","0,2,3,0,1",44,2.554,2,3.768,Curious Affectionate
75,40,25,1,0.85,0.84,1.5,"6,8,8,2,1","4,7,8,2,0","2,1,0,0,1",32,2.361,1,4.542,Curious Affectionate
75,41,5,0.625,0.625,0.6,2,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",22,4.943,1,6.839,Curious Affectionate
75,42,5,0.375,0.525,0.6,1.9,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",23,1.611,1,3.592,Curious Affectionate
75,43,25,0.25,0.1,0.12,1.9,"5,4,7,1,8","0,1,0,0,2","5,3,7,1,6",24,5.648,1,7.262,Curious Affectionate
75,44,25,0.25,0.4,0.4,1.9,"5,9,6,4,1","2,2,3,2,1","3,7,3,2,0",17,2.618,1,3.926,Curious Affectionate
75,45,5,0.125,0.275,0.2,1.8,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",24,1.942,1,3.157,Curious Affectionate
75,46,25,0.875,1,1,1.5,"6,1,2,9,7","6,1,2,9,7","0,0,0,0,0",100,3.109,3,4.126,Curious Affectionate
75,47,5,0.875,0.875,0.8,1.6,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",60,2.956,1,4.122,Curious Affectionate
75,48,5,0.625,0.775,0.8,1.6,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",31,1.527,1,2.659,Curious Affectionate
75,49,5,0.625,0.475,0.4,1.8,"1,1,1,1,1","0,1,0,1,0","1,0,1,0,1",31,15.749,1,24.389,Curious Affectionate
75,50,25,0.375,0.375,0.36,1.5,"9,9,5,1,1","5,4,0,0,0","4,5,5,1,1",31,1.144,1,2.192,Curious Affectionate
75,51,5,0.875,1,1,1.7,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",22,1.274,1,2.521,Curious Affectionate
75,52,5,0,0,0,1.7,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",33,1.538,1,5.744,Curious Affectionate
75,53,45,0.125,0,0,1.5,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",35,2.639,1,4.039,Curious Affectionate
75,54,5,0.75,0.9,1,1.5,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",37,1.251,1,2.564,Curious Affectionate
75,55,45,0.625,0.625,0.622222222,2,"9,9,9,9,9","5,6,7,4,6","4,3,2,5,3",33,5.044,1,6.526,Curious Affectionate
75,56,25,1,1,1,1.8,"1,4,6,9,5","1,4,6,9,5","0,0,0,0,0",25,1.498,1,2.696,Curious Affectionate
75,57,45,0.5,0.5,0.511111111,1.6,"9,9,9,9,9","6,4,5,5,3","3,5,4,4,6",36,1.195,1,3.041,Curious Affectionate
75,58,25,0.75,0.6,0.6,2,"7,1,3,7,7","4,1,3,3,4","3,0,0,4,3",21,1.891,1,3.41,Curious Affectionate
75,59,25,0.125,0.275,0.28,2,"1,4,2,9,9","0,1,1,4,1","1,3,1,5,8",39,1.977,1,3.511,Curious Affectionate
75,60,5,0,0,0,1.5,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",22,3.375,1,4.946,Curious Affectionate
75,61,45,0.125,0.125,0.133333333,1.5,"9,9,9,9,9","2,3,0,0,1","7,6,9,9,8",25,5.942,3,7.338,Curious Affectionate
75,62,45,0.375,0.225,0.222222222,1.5,"9,9,9,9,9","2,2,4,1,1","7,7,5,8,8",15,4.688,3,6.87,Curious Affectionate
75,63,25,0,0,0,1.8,"5,3,8,2,7","0,0,0,0,0","5,3,8,2,7",19,1.796,2,3.025,Curious Affectionate
75,64,25,0.375,0.225,0.24,2,"1,1,8,7,8","0,1,1,1,3","1,0,7,6,5",20,1.245,1,2.756,Curious Affectionate
75,65,25,0,0.15,0.16,1.5,"8,3,7,1,6","0,2,1,0,1","8,1,6,1,5",16,1.831,1,3.924,Curious Affectionate
75,66,25,0.125,0,0,1.5,"6,3,9,4,3","0,0,0,0,0","6,3,9,4,3",31,1.455,1,2.7,Curious Affectionate
75,67,5,0,0.15,0.2,1.9,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",22,2.579,1,3.76,Curious Affectionate
75,68,45,0.625,0.475,0.466666667,1.8,"9,9,9,9,9","4,4,4,2,7","5,5,5,7,2",52,1.945,2,4.357,Curious Affectionate
75,69,45,0.5,0.65,0.644444444,1.6,"9,9,9,9,9","5,8,6,6,4","4,1,3,3,5",35,2.562,1,3.741,Curious Affectionate
75,70,45,0.125,0.275,0.266666667,1.5,"9,9,9,9,9","3,3,2,3,1","6,6,7,6,8",36,4.141,2,5.156,Curious Affectionate
75,71,25,0.625,0.625,0.64,2,"1,7,3,6,8","1,5,1,5,4","0,2,2,1,4",42,1.343,2,2.821,Curious Affectionate
75,72,45,0,0,0,2,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",27,2.576,2,4.093,Curious Affectionate
75,73,5,0.25,0.25,0.2,1.8,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",34,1.447,2,2.631,Curious Affectionate
75,74,45,0.75,0.6,0.6,1.9,"9,9,9,9,9","5,4,7,4,7","4,5,2,5,2",35,2.094,2,3.408,Curious Affectionate
75,75,45,1,0.85,0.844444444,2,"9,9,9,9,9","8,6,9,7,8","1,3,0,2,1",32,1.777,2,3.042,Curious Affectionate
75,76,45,0.5,0.35,0.355555556,1.9,"9,9,9,9,9","4,3,2,2,5","5,6,7,7,4",36,4.207,2,5.488,Curious Affectionate
75,77,45,0.75,0.9,0.911111111,1.7,"9,9,9,9,9","9,9,6,9,8","0,0,3,0,1",26,1.743,2,6.773,Curious Affectionate
75,78,5,0.375,0.375,0.4,2,"1,1,1,1,1","0,0,1,0,1","1,1,0,1,0",49,5.405,1,7.504,Curious Affectionate
75,79,5,1,0.85,0.8,1.5,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",18,1.895,1,3.191,Curious Affectionate
75,80,25,1,1,1,1.8,"2,8,6,5,4","2,8,6,5,4","0,0,0,0,0",88,2.775,3,4.095,Curious Affectionate
75,81,5,0.5,0.65,0.6,1.5,"1,1,1,1,1","1,0,0,1,1","0,1,1,0,0",25,2.511,1,3.442,Curious Affectionate
76,1,25,0.625,0.625,0.64,1.6,"3,5,5,4,8","3,4,2,2,5","0,1,3,2,3",81,7.83653,3,9.371855,Artistic Outspoken
76,2,5,0,0,0,1.7,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",1,5.270455,3,6.570735,Artistic Outspoken
76,3,5,0.625,0.475,0.4,1.9,"1,1,1,1,1","0,1,0,0,1","1,0,1,1,0",42,9.248015,3,10.40425,Artistic Outspoken
76,4,5,0.875,0.725,0.8,1.5,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",79,9.770755,3,10.97506,Artistic Outspoken
76,5,5,0.25,0.4,0.4,1.6,"1,1,1,1,1","0,1,0,1,0","1,0,1,0,1",42,5.02084,3,6.66034,Artistic Outspoken
76,6,25,0.125,0,0,1.9,"5,5,6,1,8","0,0,0,0,0","5,5,6,1,8",1,7.19229,3,8.564005,Artistic Outspoken
76,7,5,0.75,0.75,0.8,2,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",80,7.272655,2,8.42958,Artistic Outspoken
76,8,5,0.875,1,1,1.6,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",99,5.523625,3,6.74684,Artistic Outspoken
76,9,5,0.875,0.875,0.8,1.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",90,7.35554,3,8.607625,Artistic Outspoken
76,10,45,0.125,0.125,0.133333333,1.6,"9,9,9,9,9","0,1,2,2,1","9,8,7,7,8",32,8.489295,1,9.61065,Artistic Outspoken
76,11,45,1,1,1,1.6,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,3.650225,3,4.900995,Artistic Outspoken
76,12,45,0.75,0.75,0.755555556,1.5,"9,9,9,9,9","7,9,5,6,7","2,0,4,3,2",86,4.76457,3,7.58771,Artistic Outspoken
76,13,45,0.875,0.875,0.866666667,2,"9,9,9,9,9","8,8,8,8,7","1,1,1,1,2",91,4.80804,3,6.024475,Artistic Outspoken
76,14,45,0.625,0.775,0.777777778,1.7,"9,9,9,9,9","8,9,5,8,5","1,0,4,1,4",92,4.25953,3,5.488375,Artistic Outspoken
76,15,5,0.5,0.5,0.6,1.8,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",55,4.986715,3,6.22851,Artistic Outspoken
76,16,25,0.75,0.9,0.92,1.8,"6,2,1,8,8","5,2,1,7,8","1,0,0,1,0",90,5.953605,3,7.01259,Artistic Outspoken
76,17,45,0.25,0.25,0.244444444,1.8,"9,9,9,9,9","3,2,2,2,2","6,7,7,7,7",80,6.457715,3,7.878785,Artistic Outspoken
76,18,45,0.75,0.6,0.6,1.6,"9,9,9,9,9","6,5,7,5,4","3,4,2,4,5",60,3.442205,3,5.96358,Artistic Outspoken
76,19,25,0.375,0.375,0.36,2,"9,4,1,6,5","3,2,1,1,2","6,2,0,5,3",49,3.008825,1,4.12953,Artistic Outspoken
76,20,5,0.125,0.275,0.2,1.6,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",20,11.545165,3,14.258405,Artistic Outspoken
76,21,5,0,0.15,0.2,1.5,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",25,4.437795,3,5.571525,Artistic Outspoken
76,22,25,1,1,1,1.7,"5,5,2,7,6","5,5,2,7,6","0,0,0,0,0",99,5.04266,3,6.25997,Artistic Outspoken
76,23,5,0.375,0.375,0.4,1.7,"1,1,1,1,1","0,0,1,1,0","1,1,0,0,1",46,5.042705,3,6.188345,Artistic Outspoken
76,24,25,0.5,0.5,0.52,1.9,"7,8,3,4,3","2,5,1,3,2","5,3,2,1,1",55,6.220415,3,7.432955,Artistic Outspoken
76,25,25,0.75,0.75,0.76,1.7,"9,7,1,6,2","7,5,1,4,2","2,2,0,2,0",73,4.286735,3,5.28722,Artistic Outspoken
76,26,25,0,0,0,1.8,"9,5,8,2,1","0,0,0,0,0","9,5,8,2,1",2,4.76116,3,6.432975,Artistic Outspoken
76,27,45,0,0.15,0.155555556,2,"9,9,9,9,9","1,1,2,0,3","8,8,7,9,6",7,4.00598,3,5.19854,Artistic Outspoken
76,28,5,0.75,0.6,0.6,1.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",72,7.88098,3,10.6006,Artistic Outspoken
76,29,45,0.25,0.4,0.4,1.9,"9,9,9,9,9","4,4,5,4,1","5,5,4,5,8",40,5.320925,3,7.253805,Artistic Outspoken
76,30,5,0.75,0.9,1,2,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",99,3.886615,3,5.045215,Artistic Outspoken
76,31,5,0.375,0.525,0.6,1.8,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",60,3.7085,3,4.712835,Artistic Outspoken
76,32,45,0.5,0.65,0.644444444,1.9,"9,9,9,9,9","6,5,7,6,5","3,4,2,3,4",57,4.639645,3,6.02757,Artistic Outspoken
76,33,25,0.625,0.775,0.76,1.5,"8,2,2,5,8","6,2,1,3,7","2,0,1,2,1",84,4.741705,3,5.858495,Artistic Outspoken
76,34,45,0.5,0.5,0.511111111,1.8,"9,9,9,9,9","3,6,6,3,5","6,3,3,6,4",50,3.319965,2,4.653595,Artistic Outspoken
76,35,25,0.375,0.525,0.52,1.8,"1,3,7,8,6","1,1,3,5,3","0,2,4,3,3",50,2.38721,3,3.893315,Artistic Outspoken
76,36,45,0,0,0,1.5,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,4.762335,3,5.94813,Artistic Outspoken
76,37,25,0.375,0.225,0.24,1.8,"2,5,6,5,7","0,1,2,1,2","2,4,4,4,5",22,4.07042,3,5.360055,Artistic Outspoken
