sID,trialNumber,nTotal,true_ratio,given_ratio,seen_ratio,ITI,nMushrooms,nBlue,nRed,estimate,estimateRT,confidence,confidenceRT,traits
76,38,5,1,0.85,0.8,1.6,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",81,5.030425,3,6.066345,Artistic Outspoken
76,39,25,0.5,0.35,0.36,1.7,"1,1,9,9,5","1,1,3,3,1","0,0,6,6,4",46,4.108975,3,5.39957,Artistic Outspoken
76,40,25,0.25,0.25,0.24,2,"7,8,1,4,5","3,2,0,1,0","4,6,1,3,5",29,4.307435,3,5.48076,Artistic Outspoken
76,41,45,0.375,0.525,0.533333333,1.5,"9,9,9,9,9","7,7,4,5,1","2,2,5,4,8",50,2.17161,2,3.65294,Artistic Outspoken
76,42,45,0.875,1,1,1.9,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,3.20949,3,4.572775,Artistic Outspoken
76,43,45,0.875,0.725,0.733333333,2,"9,9,9,9,9","5,8,6,6,8","4,1,3,3,1",84,3.756445,3,4.795325,Artistic Outspoken
76,44,25,0.125,0.275,0.28,1.6,"7,4,6,4,4","2,0,1,3,1","5,4,5,1,3",32,3.093865,3,4.1204,Artistic Outspoken
76,45,45,1,1,1,2,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",99,3.78151,3,4.74363,Artistic Outspoken
76,46,5,1,1,1,1.6,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",94,5.12074,3,6.14098,Artistic Outspoken
76,47,25,0.25,0.1,0.12,2,"8,1,3,6,7","0,0,0,1,2","8,1,3,5,5",9,4.679345,3,6.00622,Artistic Outspoken
76,48,45,1,0.85,0.844444444,2,"9,9,9,9,9","8,7,6,8,9","1,2,3,1,0",83,3.30337,3,4.23724,Artistic Outspoken
76,49,5,0.5,0.35,0.4,1.8,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",20,6.687025,3,8.191375,Artistic Outspoken
76,50,25,0,0,0,1.5,"5,6,7,6,1","0,0,0,0,0","5,6,7,6,1",2,3.63939,3,4.890465,Artistic Outspoken
76,51,45,0.125,0.275,0.266666667,1.5,"9,9,9,9,9","1,6,2,1,2","8,3,7,8,7",23,9.340375,2,11.677365,Artistic Outspoken
76,52,5,0.5,0.65,0.6,2,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",65,7.874525,3,8.99066,Artistic Outspoken
76,53,45,0.25,0.1,0.111111111,1.8,"9,9,9,9,9","0,3,1,1,0","9,6,8,8,9",19,9.454545,3,10.74415,Artistic Outspoken
76,54,25,0.125,0.125,0.12,2,"7,8,6,2,2","0,1,2,0,0","7,7,4,2,2",10,3.460825,3,4.50411,Artistic Outspoken
76,55,5,0.625,0.625,0.6,1.6,"1,1,1,1,1","1,0,0,1,1","0,1,1,0,0",55,3.75356,3,5.074785,Artistic Outspoken
76,56,5,0.25,0.1,0.2,1.8,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",15,3.603705,3,4.67393,Artistic Outspoken
76,57,5,1,1,1,2,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",95,3.924255,3,4.970475,Artistic Outspoken
76,58,5,0.625,0.775,0.8,1.9,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",77,5.42103,3,6.85811,Artistic Outspoken
76,59,25,0.875,1,1,2,"5,4,7,1,8","5,4,7,1,8","0,0,0,0,0",99,3.28822,3,4.79349,Artistic Outspoken
76,60,25,1,1,1,1.9,"2,4,7,3,9","2,4,7,3,9","0,0,0,0,0",98,4.248815,3,5.448275,Artistic Outspoken
76,61,5,0,0,0,1.9,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",4,5.6428,3,7.990545,Artistic Outspoken
76,62,45,0.375,0.225,0.222222222,1.7,"9,9,9,9,9","5,2,1,1,1","4,7,8,8,8",18,2.75288,3,4.413385,Artistic Outspoken
76,63,45,0,0,0,1.5,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",1,4.22282,3,5.87863,Artistic Outspoken
76,64,5,0.125,0.125,0.2,1.8,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",14,2.040325,3,3.553655,Artistic Outspoken
76,65,25,1,0.85,0.84,1.7,"6,3,5,8,3","6,2,5,6,2","0,1,0,2,1",78,2.432285,3,5.50885,Artistic Outspoken
76,66,25,0,0.15,0.16,1.9,"8,8,3,2,4","1,2,0,1,0","7,6,3,1,4",18,2.770425,3,5.968115,Artistic Outspoken
76,67,45,0.5,0.35,0.355555556,1.8,"9,9,9,9,9","5,3,3,2,3","4,6,6,7,6",42,3.30364,3,4.62035,Artistic Outspoken
76,68,45,0.375,0.375,0.377777778,1.7,"9,9,9,9,9","4,2,4,2,5","5,7,5,7,4",43,3.774655,3,4.90869,Artistic Outspoken
76,69,25,0.875,0.725,0.72,2,"3,6,3,9,4","1,4,3,7,3","2,2,0,2,1",70,4.338205,3,5.6467,Artistic Outspoken
76,70,25,0.875,0.875,0.88,1.6,"3,1,8,8,5","3,1,6,8,4","0,0,2,0,1",88,5.478,3,6.65875,Artistic Outspoken
76,71,5,0.375,0.225,0.2,1.6,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",9,3.0387,3,4.72028,Artistic Outspoken
76,72,25,0.625,0.475,0.48,2,"2,2,3,9,9","1,1,0,5,5","1,1,3,4,4",46,3.476655,3,4.94642,Artistic Outspoken
76,73,25,0.25,0.4,0.4,1.5,"7,1,8,2,7","3,0,4,1,2","4,1,4,1,5",46,8.224965,3,9.608495,Artistic Outspoken
76,74,5,0.25,0.25,0.2,2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",15,5.220155,3,7.286475,Artistic Outspoken
76,75,45,0.625,0.625,0.622222222,1.5,"9,9,9,9,9","7,5,6,7,3","2,4,3,2,6",58,5.115395,3,7.83301,Artistic Outspoken
76,76,5,0.125,0,0,1.5,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",1,4.136925,3,6.412225,Artistic Outspoken
76,77,25,0.5,0.65,0.64,1.8,"5,2,7,4,7","5,1,4,4,2","0,1,3,0,5",60,3.34378,3,4.456945,Artistic Outspoken
76,78,45,0.125,0,0,1.6,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",1,2.77051,3,4.595995,Artistic Outspoken
76,79,45,0.75,0.9,0.911111111,1.9,"9,9,9,9,9","9,8,8,9,7","0,1,1,0,2",88,2.515245,3,3.93735,Artistic Outspoken
76,80,45,0.625,0.475,0.466666667,1.6,"9,9,9,9,9","5,5,4,3,4","4,4,5,6,5",50,2.086875,3,6.48919,Artistic Outspoken
76,81,25,0.75,0.6,0.6,1.9,"7,2,2,6,8","6,0,2,4,3","1,2,0,2,5",52,3.547045,3,4.838225,Artistic Outspoken
77,1,45,0,0,0,1.9,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,6.599255,3,8.829555,Energetic Responsible
77,2,45,0.875,0.725,0.733333333,1.5,"9,9,9,9,9","6,6,7,7,7","3,3,2,2,2",90,7.72374,3,9.06595,Energetic Responsible
77,3,25,0.125,0.125,0.12,2,"4,7,8,3,3","1,1,0,0,1","3,6,8,3,2",9,10.790315,2,13.380605,Energetic Responsible
77,4,45,1,1,1,2,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,3.92012,3,7.37191,Energetic Responsible
77,5,25,0.25,0.25,0.24,1.5,"5,9,8,2,1","2,2,2,0,0","3,7,6,2,1",28,6.48964,2,8.921335,Energetic Responsible
77,6,5,0.5,0.65,0.6,1.9,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",75,8.815815,3,10.57945,Energetic Responsible
77,7,45,0.125,0.275,0.266666667,1.8,"9,9,9,9,9","1,2,2,5,2","8,7,7,4,7",25,8.88293,3,11.64796,Energetic Responsible
77,8,5,0.75,0.6,0.6,1.7,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",57,6.90589,1,9.471945,Energetic Responsible
77,9,25,0.375,0.225,0.24,2,"7,2,4,8,4","2,0,0,4,0","5,2,4,4,4",35,9.784285,2,11.664805,Energetic Responsible
77,10,25,0.25,0.1,0.12,1.9,"5,7,6,4,3","0,1,1,1,0","5,6,5,3,3",20,8.37213,2,10.901475,Energetic Responsible
77,11,45,0.75,0.9,0.911111111,1.9,"9,9,9,9,9","7,8,9,9,8","2,1,0,0,1",96,8.05478,3,9.879565,Energetic Responsible
77,12,5,0.125,0.275,0.2,1.6,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",0,3.39041,3,5.537805,Energetic Responsible
77,13,45,0.375,0.225,0.222222222,1.7,"9,9,9,9,9","4,3,0,3,0","5,6,9,6,9",15,4.08397,2,6.60614,Energetic Responsible
77,14,5,0.875,1,1,1.7,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,4.0103,3,6.912595,Energetic Responsible
77,15,5,0.625,0.625,0.6,2,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",43,27.183535,2,29.396675,Energetic Responsible
77,16,45,0.125,0.125,0.133333333,1.6,"9,9,9,9,9","2,0,1,3,0","7,9,8,6,9",20,3.856515,3,6.18983,Energetic Responsible
77,17,25,0.5,0.35,0.36,1.9,"9,6,1,7,2","5,3,0,1,0","4,3,1,6,2",43,4.37507,2,6.869685,Energetic Responsible
77,18,5,1,1,1,1.7,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,108.18615,3,111.52971,Energetic Responsible
77,19,5,0.75,0.75,0.8,1.7,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",99,10.55454,3,13.01704,Energetic Responsible
77,20,5,0,0,0,1.6,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,7.38845,3,11.28591,Energetic Responsible
77,21,45,0,0,0,1.8,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,15.50431,3,17.364105,Energetic Responsible
77,22,25,0.5,0.5,0.52,1.8,"1,9,1,8,6","0,5,1,4,3","1,4,0,4,3",40,5.649555,3,7.73385,Energetic Responsible
77,23,25,0.75,0.9,0.92,1.9,"8,4,7,2,4","7,4,7,2,3","1,0,0,0,1",98,5.82329,3,8.271735,Energetic Responsible
77,24,45,1,0.85,0.844444444,1.7,"9,9,9,9,9","6,9,8,8,7","3,0,1,1,2",93,6.48954,3,8.122685,Energetic Responsible
77,25,25,0,0,0,2,"9,2,6,5,3","0,0,0,0,0","9,2,6,5,3",0,12.850545,3,14.765755,Energetic Responsible
77,26,45,0,0.15,0.155555556,2,"9,9,9,9,9","1,2,2,2,0","8,7,7,7,9",37,7.67068,3,9.33799,Energetic Responsible
77,27,45,0.875,1,1,1.5,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,2.30924,3,4.165945,Energetic Responsible
77,28,25,0.75,0.6,0.6,1.5,"9,3,2,6,5","6,3,2,3,1","3,0,0,3,4",70,5.95624,3,8.27109,Energetic Responsible
77,29,25,0,0,0,1.7,"2,5,5,9,4","0,0,0,0,0","2,5,5,9,4",0,7.231765,3,9.13177,Energetic Responsible
77,30,25,0,0.15,0.16,1.7,"6,4,6,2,7","1,2,0,0,1","5,2,6,2,6",48,52.578835,1,55.02333,Energetic Responsible
77,31,5,0.375,0.225,0.2,2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",44,13.00623,1,15.89502,Energetic Responsible
77,32,25,0.625,0.625,0.64,1.7,"1,1,8,7,8","0,1,5,4,6","1,0,3,3,2",60,5.86711,3,7.649595,Energetic Responsible
77,33,25,0.375,0.375,0.36,2,"2,8,5,8,2","1,1,2,4,1","1,7,3,4,1",70,10.408125,3,12.065685,Energetic Responsible
77,34,5,0.25,0.1,0.2,1.8,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",65,5.919515,3,9.37778,Energetic Responsible
77,35,25,0.125,0,0,2,"7,8,6,3,1","0,0,0,0,0","7,8,6,3,1",0,2.77465,3,4.600965,Energetic Responsible
77,36,45,0.625,0.625,0.622222222,1.6,"9,9,9,9,9","6,7,6,6,3","3,2,3,3,6",70,8.45148,3,10.004065,Energetic Responsible
77,37,5,0,0.15,0.2,1.6,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",13,6.003265,2,9.457635,Energetic Responsible
77,38,5,0.875,0.725,0.8,1.9,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",100,40.893385,3,42.416545,Energetic Responsible
77,39,45,0.875,0.875,0.866666667,1.8,"9,9,9,9,9","9,6,8,8,8","0,3,1,1,1",98,8.41204,3,10.234115,Energetic Responsible
77,40,45,0.125,0,0,2,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,22.066815,3,23.614215,Energetic Responsible
77,41,5,0.5,0.5,0.6,1.7,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",60,4.87135,3,6.36935,Energetic Responsible
77,42,45,0.375,0.525,0.533333333,1.5,"9,9,9,9,9","5,6,4,5,4","4,3,5,4,5",65,9.246465,3,10.6148,Energetic Responsible
77,43,5,0,0,0,1.9,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,6.843795,3,8.80098,Energetic Responsible
77,44,25,0.5,0.65,0.64,1.5,"7,6,5,4,3","3,4,4,2,3","4,2,1,2,0",59,4.85487,3,6.553455,Energetic Responsible
77,45,25,0.625,0.475,0.48,1.9,"7,5,4,7,2","4,1,3,3,1","3,4,1,4,1",55,38.74031,3,40.50837,Energetic Responsible
77,46,5,1,1,1,2,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",57,6.81983,2,8.771075,Energetic Responsible
77,47,45,0.5,0.5,0.511111111,1.8,"9,9,9,9,9","8,3,6,2,4","1,6,3,7,5",40,13.834245,3,15.493545,Energetic Responsible
77,48,25,1,1,1,1.9,"7,1,8,7,2","7,1,8,7,2","0,0,0,0,0",100,2.922455,3,4.570865,Energetic Responsible
77,49,5,0.125,0,0,2,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,2.45569,3,4.37021,Energetic Responsible
77,50,45,0.5,0.35,0.355555556,2,"9,9,9,9,9","2,5,2,4,3","7,4,7,5,6",35,8.616585,3,10.31007,Energetic Responsible
77,51,45,0.5,0.65,0.644444444,2,"9,9,9,9,9","4,7,6,5,7","5,2,3,4,2",60,7.107405,3,8.46617,Energetic Responsible
77,52,45,0.75,0.75,0.755555556,1.7,"9,9,9,9,9","8,7,8,7,4","1,2,1,2,5",66,16.890145,3,86.04653,Energetic Responsible
77,53,45,0.625,0.475,0.466666667,2,"9,9,9,9,9","4,4,6,2,5","5,5,3,7,4",45,5.75855,3,7.877435,Energetic Responsible
77,54,25,0.875,0.725,0.72,1.5,"8,3,3,6,5","5,2,3,4,4","3,1,0,2,1",40,29.51216,2,30.684905,Energetic Responsible
77,55,45,0.375,0.375,0.377777778,1.5,"9,9,9,9,9","3,6,1,5,2","6,3,8,4,7",52,2.36183,3,5.955485,Energetic Responsible
77,56,5,0.125,0.125,0.2,1.5,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",15,13.54857,3,15.00695,Energetic Responsible
77,57,5,1,0.85,0.8,1.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",90,20.68048,3,81.93448,Energetic Responsible
77,58,5,0.625,0.775,0.8,1.9,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",100,4.998065,3,6.58207,Energetic Responsible
77,59,45,0.25,0.4,0.4,1.8,"9,9,9,9,9","4,5,2,2,5","5,4,7,7,4",48,6.208805,3,10.456845,Energetic Responsible
77,60,25,0.75,0.75,0.76,1.8,"6,1,2,7,9","6,1,2,4,6","0,0,0,3,3",85,7.912765,3,9.291175,Energetic Responsible
77,61,25,1,0.85,0.84,1.5,"5,8,8,2,2","4,7,8,2,0","1,1,0,0,2",76,16.32226,2,14.83703,Energetic Responsible
77,62,5,0.25,0.25,0.2,2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",43,10.719,2,18.93366,Energetic Responsible
77,63,5,0.375,0.525,0.6,1.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",43,5.561655,2,7.36059,Energetic Responsible
77,64,25,0.875,0.875,0.88,2,"1,2,5,8,9","1,2,4,7,8","0,0,1,1,1",95,6.004655,3,8.45639,Energetic Responsible
77,65,25,0.875,1,1,1.6,"6,5,9,2,3","6,5,9,2,3","0,0,0,0,0",100,47.453495,3,49.61668,Energetic Responsible
77,66,25,0.25,0.4,0.4,2,"8,8,3,4,2","0,5,3,1,1","8,3,0,3,1",45,11.251055,3,13.30285,Energetic Responsible
77,67,5,0.375,0.375,0.4,1.6,"1,1,1,1,1","1,1,0,0,0","0,0,1,1,1",45,9.284315,3,11.01619,Energetic Responsible
77,68,45,0.75,0.6,0.6,1.9,"9,9,9,9,9","6,6,5,4,6","3,3,4,5,3",50,4.842215,3,7.037555,Energetic Responsible
77,69,5,0.5,0.35,0.4,1.8,"1,1,1,1,1","0,1,1,0,0","1,0,0,1,1",50,1.666575,3,6.236285,Energetic Responsible
77,70,5,0.25,0.4,0.4,1.5,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",46,18.5054,1,21.26978,Energetic Responsible
77,71,5,0.75,0.9,1,1.7,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,7.135435,3,8.969565,Energetic Responsible
77,72,5,0.875,0.875,0.8,1.6,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",99,13.145475,2,16.63057,Energetic Responsible
77,73,45,0.25,0.1,0.111111111,1.7,"9,9,9,9,9","1,1,1,2,0","8,8,8,7,9",5,11.51772,2,12.91529,Energetic Responsible
77,74,45,0.25,0.25,0.244444444,1.7,"9,9,9,9,9","1,3,4,2,1","8,6,5,7,8",38,3.586485,2,5.336445,Energetic Responsible
77,75,25,0.125,0.275,0.28,1.8,"7,6,2,9,1","3,1,0,3,0","4,5,2,6,1",50,7.53694,2,9.03672,Energetic Responsible
77,76,25,0.375,0.525,0.52,1.7,"7,4,1,6,7","2,1,1,4,5","5,3,0,2,2",44,10.570715,2,13.250485,Energetic Responsible
77,77,45,1,1,1,1.6,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,6.289665,3,9.750525,Energetic Responsible
77,78,5,0.625,0.475,0.4,1.6,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",50,3.48796,3,6.073155,Energetic Responsible
77,79,45,0.625,0.775,0.777777778,1.6,"9,9,9,9,9","7,8,6,8,6","2,1,3,1,3",90,5.36409,3,6.78811,Energetic Responsible
77,80,25,0.625,0.775,0.76,1.8,"6,6,1,5,7","5,5,1,4,4","1,1,0,1,3",67,5.29965,2,7.181475,Energetic Responsible
77,81,25,1,1,1,1.7,"8,2,4,5,6","8,2,4,5,6","0,0,0,0,0",100,3.53739,3,6.320295,Energetic Responsible
78,1,5,0.5,0.65,0.6,1.7,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",50,4.589005,2,5.607925,Sympathetic Outspoken
78,2,45,0.75,0.6,0.6,1.7,"9,9,9,9,9","5,5,4,6,7","4,4,5,3,2",65,4.273915,3,5.188455,Sympathetic Outspoken
78,3,5,0.625,0.625,0.6,2,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",66,6.36148,3,7.69624,Sympathetic Outspoken
78,4,45,0.75,0.75,0.755555556,1.7,"9,9,9,9,9","7,8,6,9,4","2,1,3,0,5",66,3.157125,3,4.404065,Sympathetic Outspoken
78,5,5,0.25,0.1,0.2,1.7,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,3.822455,3,5.30992,Sympathetic Outspoken
78,6,5,0.5,0.35,0.4,2,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",40,12.022425,3,12.950285,Sympathetic Outspoken
78,7,5,0.875,0.875,0.8,1.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,2.58895,3,3.445755,Sympathetic Outspoken
78,8,45,0.625,0.775,0.777777778,1.5,"9,9,9,9,9","6,7,8,8,6","3,2,1,1,3",75,4.939895,3,5.848415,Sympathetic Outspoken
78,9,5,0,0,0,1.8,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",5,5.09104,3,6.272775,Sympathetic Outspoken
78,10,5,0.75,0.75,0.8,1.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",50,3.562365,3,5.27233,Sympathetic Outspoken
78,11,5,1,0.85,0.8,1.6,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",80,3.50513,3,5.417215,Sympathetic Outspoken
78,12,5,1,1,1,1.7,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",95,5.41139,3,6.282315,Sympathetic Outspoken
78,13,25,0.125,0,0,1.7,"5,1,1,9,9","0,0,0,0,0","5,1,1,9,9",5,3.43806,3,4.61242,Sympathetic Outspoken
78,14,25,1,1,1,1.5,"6,4,9,2,4","6,4,9,2,4","0,0,0,0,0",95,2.049265,3,3.045105,Sympathetic Outspoken
78,15,25,0.25,0.25,0.24,1.5,"3,2,5,7,8","1,1,2,1,1","2,1,3,6,7",60,5.122765,3,6.67586,Sympathetic Outspoken
78,16,45,0.875,0.875,0.866666667,1.5,"9,9,9,9,9","6,8,8,8,9","3,1,1,1,0",85,5.03725,3,5.844405,Sympathetic Outspoken
78,17,45,1,1,1,1.7,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",95,2.14987,3,3.005105,Sympathetic Outspoken
78,18,25,0.375,0.225,0.24,1.9,"5,5,7,4,4","1,2,1,2,0","4,3,6,2,4",25,7.596395,3,8.713105,Sympathetic Outspoken
78,19,5,0,0.15,0.2,2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",30,6.136685,3,7.00792,Sympathetic Outspoken
78,20,25,0.125,0.275,0.28,2,"5,5,5,6,4","1,0,2,3,1","4,5,3,3,3",40,5.594745,3,7.475725,Sympathetic Outspoken
78,21,45,1,1,1,1.8,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,2.798055,3,3.223975,Sympathetic Outspoken
78,22,5,0.625,0.475,0.4,1.6,"1,1,1,1,1","0,0,1,0,1","1,1,0,1,0",61,5.37279,2,6.93218,Sympathetic Outspoken
78,23,25,0.75,0.75,0.76,1.7,"2,4,4,7,8","2,4,1,5,7","0,0,3,2,1",50,9.870735,3,10.32919,Sympathetic Outspoken
78,24,5,0.25,0.4,0.4,2,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",35,4.20014,3,4.922855,Sympathetic Outspoken
78,25,45,0.125,0.125,0.133333333,1.6,"9,9,9,9,9","1,2,0,2,1","8,7,9,7,8",10,3.332705,3,4.407345,Sympathetic Outspoken
78,26,5,0.375,0.375,0.4,1.8,"1,1,1,1,1","0,0,0,1,1","1,1,1,0,0",20,2.628145,3,3.371795,Sympathetic Outspoken
78,27,5,0.25,0.25,0.2,1.8,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,4.107415,3,4.832265,Sympathetic Outspoken
78,28,45,0.125,0.275,0.266666667,1.5,"9,9,9,9,9","3,1,0,3,5","6,8,9,6,4",40,4.498535,3,5.283245,Sympathetic Outspoken
78,29,45,0,0,0,1.5,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",10,3.69926,3,4.92484,Sympathetic Outspoken
78,30,5,0.125,0.275,0.2,2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,5.569945,3,6.12701,Sympathetic Outspoken
78,31,45,0.375,0.225,0.222222222,1.5,"9,9,9,9,9","2,2,2,2,2","7,7,7,7,7",15,5.47559,3,6.338035,Sympathetic Outspoken
78,32,5,0.875,1,1,1.9,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",95,2.890585,3,4.33859,Sympathetic Outspoken
78,33,25,0,0,0,1.5,"6,1,9,3,6","0,0,0,0,0","6,1,9,3,6",5,2.474775,3,3.40037,Sympathetic Outspoken
78,34,25,0.375,0.375,0.36,1.7,"6,7,4,2,6","3,4,1,0,1","3,3,3,2,5",37,3.170475,3,4.306595,Sympathetic Outspoken
78,35,45,1,0.85,0.844444444,1.9,"9,9,9,9,9","7,8,6,9,8","2,1,3,0,1",85,6.328235,3,5.099845,Sympathetic Outspoken
78,36,45,0.125,0,0,2,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",5,2.87169,3,3.754655,Sympathetic Outspoken
78,37,25,0.125,0.125,0.12,1.5,"1,9,4,7,4","0,2,0,1,0","1,7,4,6,4",10,2.189045,3,3.157905,Sympathetic Outspoken
78,38,5,0.5,0.5,0.6,1.8,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",40,2.15541,3,3.095585,Sympathetic Outspoken
78,39,25,0,0,0,1.5,"1,1,7,9,7","0,0,0,0,0","1,1,7,9,7",10,4.923345,3,6.64211,Sympathetic Outspoken
78,40,45,0.25,0.25,0.244444444,1.6,"9,9,9,9,9","2,2,2,2,3","7,7,7,7,6",25,5.3897,3,6.687485,Sympathetic Outspoken
78,41,45,0.875,1,1,1.7,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",95,2.055655,3,2.81223,Sympathetic Outspoken
78,42,5,0.625,0.775,0.8,1.9,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",90,2.9536,3,3.860135,Sympathetic Outspoken
78,43,25,0.875,1,1,1.9,"9,3,2,5,6","9,3,2,5,6","0,0,0,0,0",91,3.39925,3,4.47174,Sympathetic Outspoken
78,44,45,0.875,0.725,0.733333333,1.5,"9,9,9,9,9","7,8,5,6,7","2,1,4,3,2",80,2.39181,3,3.37908,Sympathetic Outspoken
78,45,5,0.875,0.725,0.8,1.5,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",85,2.653905,3,3.708235,Sympathetic Outspoken
78,46,25,0.875,0.725,0.72,1.5,"5,3,3,8,6","3,1,2,7,5","2,2,1,1,1",90,3.007395,3,4.367175,Sympathetic Outspoken
78,47,25,0.25,0.4,0.4,1.8,"3,8,6,2,6","0,5,3,1,1","3,3,3,1,5",35,2.76088,3,3.886085,Sympathetic Outspoken
78,48,45,0,0.15,0.155555556,1.9,"9,9,9,9,9","2,1,1,1,2","7,8,8,8,7",70,1.94353,3,3.943585,Sympathetic Outspoken
78,49,25,0.5,0.65,0.64,2,"3,6,4,9,3","1,3,3,8,1","2,3,1,1,2",30,4.09144,3,5.02446,Sympathetic Outspoken
78,50,5,1,1,1,1.6,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",95,2.796845,3,4.44235,Sympathetic Outspoken
78,51,45,0.75,0.9,0.911111111,1.7,"9,9,9,9,9","9,8,8,8,8","0,1,1,1,1",84,4.473785,3,5.19544,Sympathetic Outspoken
78,52,25,0.625,0.775,0.76,1.9,"7,7,3,4,4","6,6,2,2,3","1,1,1,2,1",71,3.716705,3,4.572925,Sympathetic Outspoken
78,53,5,0.375,0.225,0.2,1.5,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",43,3.58841,3,4.622625,Sympathetic Outspoken
78,54,5,0,0,0,1.5,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",9,1.77589,3,2.72177,Sympathetic Outspoken
78,55,45,0.25,0.4,0.4,1.5,"9,9,9,9,9","6,5,2,3,2","3,4,7,6,7",25,2.07121,3,2.91575,Sympathetic Outspoken
78,56,45,0.5,0.35,0.355555556,1.9,"9,9,9,9,9","2,7,3,4,0","7,2,6,5,9",50,1.302695,3,2.075415,Sympathetic Outspoken
78,57,45,0.375,0.375,0.377777778,1.8,"9,9,9,9,9","4,2,5,3,3","5,7,4,6,6",35,4.2384,3,5.22151,Sympathetic Outspoken
78,58,45,0.5,0.65,0.644444444,1.5,"9,9,9,9,9","7,6,4,6,6","2,3,5,3,3",35,4.96279,3,6.662515,Sympathetic Outspoken
